Region,Country,City,Airport Name,IATA Code,longitude_deg,latitude_deg
Southwest Asia and Middle East,Afghanistan,Kandahar,Kandahar International Airport,KDH,65.847801,31.5058
Southwest Asia and Middle East,Afghanistan,Mazar-i-Sharif,Mazar-i-Sharif International Airport,MZR,67.209702,36.706902
Southwest Asia and Middle East,Armenia,Gyumri,Gyumri Shirak International Airport,LWN,43.859299,40.750401
Southwest Asia and Middle East,Armenia,Kapan,Syunik Airport,YUK,46.455204,39.202272
Southwest Asia and Middle East,Armenia,Yerevan,Zvartnots International Airport,EVN,44.3959007263,40.1473007202
Southwest Asia and Middle East,Azerbaijan,Baku,Heydar Aliyev International Airport,GYD,50.04669952392578,40.467498779296875
Southwest Asia and Middle East,Azerbaijan,Fuzuli,Fuzuli International Airport,FZL,47.196128,39.594578
Southwest Asia and Middle East,Azerbaijan,Ganja,Ganja International Airport,KVD,46.3176,40.7377
Southwest Asia and Middle East,Azerbaijan,Lachin,Lachin International Airport,LHL,46.5442,39.6383
Southwest Asia and Middle East,Azerbaijan,Lankaran,Lankaran International Airport,LLK,48.807042,38.757919
Southwest Asia and Middle East,Azerbaijan,Nakhchivan,Nakhchivan Airport,NAJ,45.45840072631836,39.18880081176758
Southwest Asia and Middle East,Azerbaijan,Qabala,Qabala International Airport,GBB,47.725389,40.808617
Southwest Asia and Middle East,Azerbaijan,Zangilan,Zangilan International Airport,ZZE,46.74392,39.11443
Southwest Asia and Middle East,Azerbaijan,Zaqatala,Zaqatala International Airport,ZTU,46.669464,41.557823
Southwest Asia and Middle East,Bahrain,Manama,Bahrain International Airport,BAH,50.63764,26.267295
Southwest Asia and Middle East,Cyprus,Larnaca,Larnaca International Airport,LCA,33.624901,34.875099
Southwest Asia and Middle East,Cyprus,North Nicosia,Ercan International Airport,ECN,33.506584,35.152337
Southwest Asia and Middle East,Cyprus,Paphos,Paphos International Airport,PFO,32.485699,34.717999
Southwest Asia and Middle East,Georgia,Batumi,Batumi International Airport,BUS,41.599701,41.610298
Southwest Asia and Middle East,Georgia,Kutaisi,Kutaisi International Airport,KUT,42.482393,42.176768
Southwest Asia and Middle East,Georgia,Sokhumi,Sukhumi Babushara Airport,SUI,41.128101,42.8582
Southwest Asia and Middle East,Georgia,Tbilisi,Tbilisi International Airport,TBS,44.9547,41.669201
Southwest Asia and Middle East,Iran,Abadan,Abadan International Airport,ABD,48.230075,30.367887
Southwest Asia and Middle East,Iran,Ahvaz,Ahvaz International Airport,AWZ,48.762001,31.3374
Southwest Asia and Middle East,Iran,Arak,Arak International Airport,AJK,49.847301,34.1381
Southwest Asia and Middle East,Iran,Ardabil,Ardabil Airport,ADU,48.4244003296,38.3256988525
Southwest Asia and Middle East,Iran,Asaluyeh,Persian Gulf Airport,PGU,52.737701,27.379601
Southwest Asia and Middle East,Iran,Bandar Abbas,Bandar Abbas International Airport,BND,56.37779998779297,27.218299865722656
Southwest Asia and Middle East,Iran,Birjand,Birjand International Airport,XBJ,59.281258,32.896525
Southwest Asia and Middle East,Iran,Bushehr,Bushehr Airport,BUZ,50.8345985413,28.9447994232
Southwest Asia and Middle East,Iran,Gorgan,Gorgan International Airport,GBT,54.4012985229,36.9094009399
Southwest Asia and Middle East,Iran,Hamadan,Hamadan International Airport,HDM,48.552502,34.869202
Southwest Asia and Middle East,Iran,Ilam,Ilam Airport,IIL,46.40480041503906,33.58660125732422
Southwest Asia and Middle East,Iran,Isfahan,Isfahan International Airport,IFN,51.861483,32.750755
Southwest Asia and Middle East,Iran,Kerman,Ayatollah Hashemi Rafsanjani Airport,KER,56.949692,30.271276
Southwest Asia and Middle East,Iran,Kermanshah,Shahid Ashrafi Esfahani Airport,KSH,47.1581001282,34.3459014893
Southwest Asia and Middle East,Iran,Kish Island,Kish Airport,KIH,53.9802017212,26.5261993408
Southwest Asia and Middle East,Iran,Konarak,Chabahar Konarak Airport,ZBR,60.382167,25.44319
Southwest Asia and Middle East,Iran,Lamerd,Lamerd Airport,LFM,53.188801,27.3727
Southwest Asia and Middle East,Iran,Lar,Larestan International Airport,LRR,54.383301,27.6747
Southwest Asia and Middle East,Iran,Mashhad,Mashhad International Airport,MHD,59.64099884033203,36.235198974609375
Southwest Asia and Middle East,Iran,Qeshm Island,Qeshm International Airport,GSM,55.902353,26.754639
Southwest Asia and Middle East,Iran,Rasht,Rasht Airport,RAS,49.617778,37.323333
Southwest Asia and Middle East,Iran,Sari,Dasht-e Naz Airport,SRY,53.188761,36.644408
Southwest Asia and Middle East,Iran,Shiraz,Shiraz International Airport,SYZ,52.589802,29.5392
Southwest Asia and Middle East,Iran,Tabriz,Tabriz International Airport,TBZ,46.235001,38.1339
Southwest Asia and Middle East,Iran,Tehran,Imam Khomeini International Airport,IKA,51.152198791503906,35.416099548339844
Southwest Asia and Middle East,Iran,Tehran,Mehrabad International Airport,THR,51.3134,35.6892
Southwest Asia and Middle East,Iran,Urmia,Urmia Airport,OMH,45.0686988831,37.6680984497
Southwest Asia and Middle East,Iran,Yazd,Shahid Sadooghi Airport,AZD,54.2765007019,31.9048995972
Southwest Asia and Middle East,Iran,Zahedan,Zahedan Airport,ZAH,60.90620040893555,29.47570037841797
Southwest Asia and Middle East,Iraq,Al Najaf,Al Najaf International Airport,NJF,44.404317,31.989853
Southwest Asia and Middle East,Iraq,Baghdad,Baghdad International Airport,BGW,44.2346,33.262501
Southwest Asia and Middle East,Iraq,Basra,Basra International Airport,BSR,47.662102,30.549101
Southwest Asia and Middle East,Iraq,Erbil,Erbil International Airport,EBL,43.96319961547851,36.23759841918945
Southwest Asia and Middle East,Iraq,Mosul,Mosul International Airport,OSM,43.1474,36.305801
Southwest Asia and Middle East,Iraq,Nasiriyah,Nasiriyah Airport,XNH,46.090099,30.935801
Southwest Asia and Middle East,Iraq,Sulaymaniyah,Sulaimaniyah International Airport,ISU,45.3167381287,35.5617485046
Southwest Asia and Middle East,Israel,Eilat,Ramon Airport,ETM,35.014116,29.727009
Southwest Asia and Middle East,Israel,Haifa,Haifa Airport,HFA,35.043719,32.810219
Southwest Asia and Middle East,Israel,Tel Aviv,Ben Gurion Airport,TLV,34.8867,32.011398
Southwest Asia and Middle East,Jordan,Aqaba,King Hussein International Airport,AQJ,35.01810073852539,29.611600875854492
Southwest Asia and Middle East,Jordan,Amman,Queen Alia International Airport,AMM,35.9931983948,31.7226009369
Southwest Asia and Middle East,Kuwait,Kuwait City,Kuwait International Airport,KWI,47.968899,29.226601
Southwest Asia and Middle East,Lebanon,Beirut,Beirut-Rafic Hariri International Airport,BEY,35.488399505615234,33.820899963378906
Southwest Asia and Middle East,Oman,Muscat,Muscat International Airport,MCT,58.284401,23.5933
Southwest Asia and Middle East,Oman,Salalah,Salalah International Airport,SLL,54.09130096435547,17.038700103759766
Southwest Asia and Middle East,Oman,Sohar,Sohar International Airport,OHS,56.62541,24.38604
Southwest Asia and Middle East,Qatar,Doha,Hamad International Airport,DOH,51.608056,25.273056
Southwest Asia and Middle East,Saudi Arabia,Abha,Abha International Airport,AHB,42.656601,18.2404
Southwest Asia and Middle East,Saudi Arabia,Al-Ahsa,Al-Ahsa International Airport,HOF,49.485199,25.285299
Southwest Asia and Middle East,Saudi Arabia,Al-Jawf,Al Jawf International Airport,AJF,40.099998474121094,29.78510093688965
Southwest Asia and Middle East,Saudi Arabia,Al-Ula,Al-Ula International Airport,ULH,38.116944,26.483333
Southwest Asia and Middle East,Saudi Arabia,Buraydah,Prince Naif bin Abdulaziz International Airport,ELQ,43.774399,26.302799
Southwest Asia and Middle East,Saudi Arabia,Dammam,King Fahd International Airport,DMM,49.797901,26.471201
Southwest Asia and Middle East,Saudi Arabia,Hafar al-Batin,Al Qaisumah International Airport,AQI,46.125099,28.335199
Southwest Asia and Middle East,Saudi Arabia,Ha'il,Ha'il International Airport,HAS,41.686298,27.437901
Southwest Asia and Middle East,Saudi Arabia,Hanak,Red Sea International Airport,RSI,37.088914,25.627975
Southwest Asia and Middle East,Saudi Arabia,Jeddah,King Abdulaziz International Airport,JED,39.156502,21.6796
Southwest Asia and Middle East,Saudi Arabia,Jizan,King Abdullah bin Abdulaziz International Airport,GIZ,42.5858,16.9011
Southwest Asia and Middle East,Saudi Arabia,Medina,Prince Mohammad bin Abdulaziz International Airport,MED,39.705101,24.5534
Southwest Asia and Middle East,Saudi Arabia,Najran,Najran Domestic Airport,EAM,44.419201,17.611401
Southwest Asia and Middle East,Saudi Arabia,Neom,Neom Bay Airport,NUM,35.28874,27.927598
Southwest Asia and Middle East,Saudi Arabia,Riyadh,King Khalid International Airport,RUH,46.698799,24.9576
Southwest Asia and Middle East,Saudi Arabia,Tabuk,Prince Sultan bin Abdulaziz Airport,TUU,36.6189,28.3654
Southwest Asia and Middle East,Saudi Arabia,Ta'if,Taif International Airport,TIF,40.543442,21.483001
Southwest Asia and Middle East,Saudi Arabia,Yanbu,Yanbu Airport,YNB,38.0634,24.144199
Southwest Asia and Middle East,Syria,Aleppo,Aleppo International Airport,ALP,37.2244,36.180698
Southwest Asia and Middle East,Syria,Damascus,Damascus International Airport,DAM,36.51559829711914,33.4114990234375
Southwest Asia and Middle East,Syria,Latakia,Latakia International Airport,LTK,35.9487,35.4011
Southwest Asia and Middle East,Syria,Qamishli,Qamishli Airport,KAC,41.191399,37.020599
Southwest Asia and Middle East,Turkey,Adana,Sakirpasa Airport,ADA,35.280399,36.982201
Southwest Asia and Middle East,Turkey,Alanya,Gazipasa Airport,GZP,32.300598,36.299217
Southwest Asia and Middle East,Turkey,Ankara,Esenboga International Airport,ESB,32.995098,40.128101
Southwest Asia and Middle East,Turkey,Antalya,Antalya Airport,AYT,30.800501,36.898701
Southwest Asia and Middle East,Turkey,Bodrum,Milas-Bodrum Airport,BJV,27.664301,37.250599
Southwest Asia and Middle East,Turkey,Bursa,Yenisehir Airport,YEI,29.562599,40.255199
Southwest Asia and Middle East,Turkey,Dalaman,Dalaman Airport,DLM,28.7924995422,36.7131004333
Southwest Asia and Middle East,Turkey,Denizli,Denizli Cardak Airport,DNZ,29.7012996674,37.7855987549
Southwest Asia and Middle East,Turkey,Diyarbakir,Diyarbakir Airport,DIY,40.201,37.893902
Southwest Asia and Middle East,Turkey,Elazig,Elazig Airport,EZS,39.28348,38.597974
Southwest Asia and Middle East,Turkey,Gaziantep,Oguzeli Airport,GZT,37.478699,36.947201
Southwest Asia and Middle East,Turkey,Istanbul,Istanbul Airport,IST,28.741951,41.261297
Southwest Asia and Middle East,Turkey,Istanbul,Sabiha Gokcen International Airport,SAW,29.3092,40.8986
Southwest Asia and Middle East,Turkey,Izmir,Adnan Menderes Airport,ADB,27.157,38.2924
Southwest Asia and Middle East,Turkey,Kayseri,Erkilet Airport,ASR,35.4953994751,38.770401001
Southwest Asia and Middle East,Turkey,Konya,Konya Airport,KYA,32.561901,37.979
Southwest Asia and Middle East,Turkey,Kutahya,Zafer Airport,KZR,30.128111,39.113079
Southwest Asia and Middle East,Turkey,Malatya,Erhac Airport,MLX,38.0909996033,38.4352989197
Southwest Asia and Middle East,Turkey,Nevsehir,Kapadokya Airport,NAV,34.5345,38.7719
Southwest Asia and Middle East,Turkey,Samsun,Samsun-Carsamba Airport,SZF,36.567546,41.253988
Southwest Asia and Middle East,Turkey,Trabzon,Trabzon Airport,TZX,39.7897,40.995098
Southwest Asia and Middle East,Turkey,Zonguldak,Zonguldak Airport,ONQ,32.0886,41.506401
Southwest Asia and Middle East,United Arab Emirates,Abu Dhabi,Abu Dhabi International Airport,AUH,54.651718,24.443764
Southwest Asia and Middle East,United Arab Emirates,Al Ain,Al Ain International Airport,AAN,55.6092,24.2617
Southwest Asia and Middle East,United Arab Emirates,Dubai,Al Maktoum International Airport,DWC,55.161389,24.896356
Southwest Asia and Middle East,United Arab Emirates,Dubai,Dubai International Airport,DXB,55.3657,25.2532
Southwest Asia and Middle East,United Arab Emirates,Ras Al Khaimah,Ras Al Khaimah International Airport,RKT,55.93880081176758,25.613500595092773
Southwest Asia and Middle East,United Arab Emirates,Sharjah,Sharjah International Airport,SHJ,55.5172,25.3286
Southwest Asia and Middle East,Yemen,Aden,Aden International Airport,ADE,45.028801,12.8295
Southwest Asia and Middle East,Yemen,Mukalla,Riyan International Airport,RIY,49.375,14.6626
Southwest Asia and Middle East,Yemen,Sanaa,Sanaa International Airport,SAH,44.2197,15.4763
Southwest Asia and Middle East,Yemen,Seiyun,Seiyun Airport,GXF,48.7883,15.9661
Southwest Asia and Middle East,Yemen,Socotra,Socotra Airport,SCT,53.9058,12.6307
Europe,Belgium,Antwerp,Antwerp International Airport,ANR,4.463153,51.190667
Europe,Belgium,Brussels,Brussels Airport,BRU,4.48444,50.901402
Europe,Belgium,Charleroi,Brussels South Charleroi Airport,CRL,4.457158,50.460982
Europe,Belgium,Liege,Liege Airport,LGG,5.443897,50.638574
Europe,Belgium,Ostend/Bruges,Ostend-Bruges International Airport,OST,2.874673,51.1998
Europe,Netherlands,Amsterdam,Amsterdam Airport,AMS,4.76389,52.308601
Europe,Netherlands,Eindhoven,Eindhoven Airport,EIN,5.37452983856,51.4500999451
Europe,Netherlands,Groningen,Groningen Airport Eelde,GRQ,6.57944,53.119701
Europe,Netherlands,Maastricht,Maastricht Aachen Airport,MST,5.77014,50.911701
Europe,Netherlands,Rotterdam,Rotterdam The Hague Airport,RTM,4.43722,51.956902
Europe,Luxembourg,Luxembourg City,Luxembourg Airport,LUX,6.2044444,49.6233333
Europe,France,Ajaccio,Ajaccio Napoleon Bonaparte Airport,AJA,8.80292,41.923599
Europe,France,Bastia,Poretta Airport,BIA,9.48373,42.5527
Europe,France,Beauvais,Beauvais-Tille Airport,BVA,2.11278,49.454399
Europe,France,Bergerac,Bergerac Dordogne Perigord Airport,EGC,0.518611,44.825298
Europe,France,Beziers,Beziers Cap d'Agde Airport,BZR,3.3539,43.323502
Europe,France,Biarritz,Biarritz Pays Basque Airport,BIQ,-1.523223,43.468372
Europe,France,Bordeaux,Bordeaux-Merignac Airport,BOD,-0.715356,44.82865
Europe,France,Brest,Brest Bretagne Airport,BES,-4.41854,48.447899
Europe,France,Carcassonne,Carcassonne Airport,CCF,2.30632,43.216
Europe,France,Chalons-en-Champagne,Chalons Vatry Airport,XCR,4.20611,48.77333
Europe,France,Chambery,Chambery Airport,CMF,5.88023,45.6381
Europe,France,Dinard,Dinard-Pleurtuit-Saint-Malo Airport,DNR,-2.07996,48.5877
Europe,France,Figari,Figari-Sud Corse Airport,FSC,9.09778,41.500599
Europe,France,Grenoble,Alpes-Isere Airport,GNB,5.32937,45.3629
Europe,France,La Rochelle,La Rochelle Ile de Re Airport,LRH,-1.19528,46.179199
Europe,France,Lille,Lille Airport,LIL,3.086886,50.563332
Europe,France,Limoges,Limoges-Bellegarde Airport,LIG,1.17944,45.862801
Europe,France,Lyon,Lyon-Saint-Exupery Airport,LYS,5.090139,45.725996
Europe,France,Marseille,Marseille Provence Airport,MRS,5.2125,43.438088
Europe,France,Mulhouse,EuroAirport Basel Mulhouse Freiburg,BSL,7.521117,47.60068
Europe,France,Nantes,Nantes Atlantique Airport,NTE,-1.61073,47.153198
Europe,France,Nice,Nice Cote d'Azur Airport,NCE,7.21587,43.658401
Europe,France,Nimes,Nimes-Ales-Camargue-Cevennes Airport,FNI,4.41635,43.757401
Europe,France,Paris,Charles de Gaulle Airport,CDG,2.55,49.012798
Europe,France,Paris,Orly Airport,ORY,2.3794,48.7233
Europe,France,Pau,Pau Pyrenees Airport,PUF,-0.418611,43.380001
Europe,France,Perpignan,Perpignan-Rivesaltes Airport,PGF,2.87067,42.740398
Europe,France,Poitiers,Poitiers-Biard Airport,PIS,0.306666,46.5877
Europe,France,Rodez,Rodez-Aveyron Airport,RDZ,2.48267,44.407902
Europe,France,Saint-Etienne,Saint-Etienne-Boutheon Airport,EBU,4.29639,45.5406
Europe,France,Strasbourg,Strasbourg Airport,SXB,7.628230094909668,48.538299560546875
Europe,France,Toulon,Toulon-Hyeres Airport,TLN,6.14603,43.097301
Europe,France,Toulouse,Toulouse-Blagnac Airport,TLS,1.36382,43.629101
Europe,France,Tours,Tours Val de Loire Airport,TUF,0.727606,47.432201
Europe,Ireland,Cork,Cork Airport,ORK,-8.49111,51.841301
Europe,Ireland,Dublin,Dublin Airport,DUB,-6.262121,53.428713
Europe,Ireland,Kerry,Kerry Airport,KIR,-9.52378,52.180901
Europe,Ireland,Knock,Ireland West Airport,NOC,-8.81849,53.910301
Europe,Ireland,Shannon,Shannon Airport,SNN,-8.92482,52.702
Europe,United Kingdom,Birmingham,Birmingham Airport,BHX,-1.74803,52.453899
Europe,United Kingdom,Bournemouth,Bournemouth Airport,BOH,-1.839576,50.780483
Europe,United Kingdom,Bristol,Bristol Airport,BRS,-2.71909,51.382702
Europe,United Kingdom,Exeter,Exeter Airport,EXT,-3.413984,50.734261
Europe,United Kingdom,Hull,Humberside Airport,HUY,-0.34954,53.576152
Europe,United Kingdom,Leeds/Bradford,Leeds Bradford Airport,LBA,-1.66057,53.865898
Europe,United Kingdom,Liverpool,Liverpool John Lennon Airport,LPL,-2.84972,53.333599
Europe,United Kingdom,London,Gatwick Airport,LGW,-0.192089,51.148771
Europe,United Kingdom,London,Heathrow Airport,LHR,-0.4614,51.4775
Europe,United Kingdom,London,London City Airport,LCY,0.0553,51.5048
Europe,United Kingdom,London,London Southend Airport,SEN,0.6956,51.5713
Europe,United Kingdom,London,London Stansted Airport,STN,0.235,51.885
Europe,United Kingdom,London,Luton Airport,LTN,-0.3683,51.8747
Europe,United Kingdom,Manchester,Manchester Airport,MAN,-2.279521,53.349375
Europe,United Kingdom,Middlesbrough,Teesside International Airport,MME,-1.42941,54.509201
Europe,United Kingdom,Newcastle upon Tyne,Newcastle International Airport,NCL,-1.689577,55.037958
Europe,United Kingdom,Newquay,Newquay Airport,NQY,-4.99541,50.440601
Europe,United Kingdom,Norwich,Norwich Airport,NWI,1.28278,52.6758
Europe,United Kingdom,Nottingham,East Midlands Airport,EMA,-1.32806,52.8311
Europe,United Kingdom,Southampton,Southampton Airport,SOU,-1.3568,50.950298
Europe,United Kingdom,Aberdeen,Aberdeen Airport,ABZ,-2.19778,57.2019
Europe,United Kingdom,Belfast,Belfast International Airport,BFS,-6.2158298492399995,54.6575012207
Europe,United Kingdom,Belfast,George Best Belfast City Airport,BHD,-5.8725,54.6181
Europe,United Kingdom,Cardiff,Cardiff Airport,CWL,-3.34333,51.396702
Europe,United Kingdom,Derry,City of Derry Airport,LDY,-7.161109924316406,55.04280090332031
Europe,United Kingdom,Edinburgh,Edinburgh Airport,EDI,-3.372288,55.950145
Europe,United Kingdom,Glasgow,Glasgow Airport,GLA,-4.43306,55.871899
Europe,United Kingdom,Glasgow,Glasgow Prestwick Airport,PIK,-4.5869,55.5094
Europe,United Kingdom,Inverness,Inverness Airport,INV,-4.0475,57.5425
Europe,United Kingdom,Alderney,Alderney Airport,ACI,-2.21472,49.706104
Europe,United Kingdom,Douglas,Isle of Man Airport,IOM,-4.62389,54.083302
Europe,United Kingdom,Gibraltar,Gibraltar International Airport,GIB,-5.34966,36.151199
Europe,United Kingdom,Saint Peter Port,Guernsey Airport,GCI,-2.60197,49.435001
Europe,United Kingdom,Saint Helier,Jersey Airport,JER,-2.19551,49.207901
Europe,Austria,Graz,Graz Airport,GRZ,15.4396,46.9911
Europe,Austria,Klagenfurt,Klagenfurt Airport,KLU,14.3377,46.642502
Europe,Austria,Innsbruck,Innsbruck Airport,INN,11.344,47.260201
Europe,Austria,Linz,Linz Airport,LNZ,14.1875,48.2332
Europe,Austria,Salzburg,Salzburg Airport,SZG,13.0043,47.793301
Europe,Austria,Vienna,Vienna International Airport,VIE,16.5697,48.110298
Europe,Czech Republic,Brno,Brno-Turany Airport,BRQ,16.694400787353516,49.15129852294922
Europe,Czech Republic,Ceske Budejovice,Ceske Budejovice Airport,JCL,14.4275,48.9464
Europe,Czech Republic,Karlovy Vary,Karlovy Vary Airport,KLV,12.915,50.202999
Europe,Czech Republic,Ostrava,Leos Janacek Airport,OSR,18.111099,49.696301
Europe,Czech Republic,Pardubice,Pardubice Airport,PED,15.73859977722168,50.01340103149414
Europe,Czech Republic,Prague,Vaclav Havel Airport,PRG,14.259911,50.100874
Europe,Germany,Baden-Baden/Karlsruhe,Karlsruhe/Baden-Baden Airport,FKB,8.0805,48.7794
Europe,Germany,Berlin,Berlin Brandenburg Airport,BER,13.500672,52.362247
Europe,Germany,Bremen,Bremen Airport,BRE,8.78932,53.046786
Europe,Germany,Cologne/Bonn,Cologne/Bonn Airport,CGN,7.14274,50.865898
Europe,Germany,Dortmund,Dortmund Airport,DTM,7.61224,51.518299
Europe,Germany,Dusseldorf,Dusseldorf Airport,DUS,6.76678,51.289501
Europe,Germany,Frankfurt,Frankfurt Airport,FRA,8.561096,50.030241
Europe,Germany,Frankfurt,Frankfurt-Hahn Airport,HHN,7.2639,49.9487
Europe,Germany,Friedrichshafen,Friedrichshafen Airport,FDH,9.51149,47.671299
Europe,Germany,Hamburg,Hamburg Airport,HAM,9.98823,53.630402
Europe,Germany,Hanover,Hannover Airport,HAJ,9.68508,52.461102
Europe,Germany,Leipzig,Leipzig/Halle Airport,LEJ,12.232705,51.420657
Europe,Germany,Lubeck,Lubeck Airport,LBC,10.7192,53.805401
Europe,Germany,Memmingen,Memmingen Airport,FMM,10.2395000458,47.988800048799995
Europe,Germany,Munich,Munich Airport,MUC,11.7861,48.353802
Europe,Germany,Nuremberg,Nuremberg Airport,NUE,11.078056,49.498699
Europe,Germany,Stuttgart,Stuttgart Airport,STR,9.22196,48.689899
Europe,Germany,Weeze,Weeze Airport,NRN,6.14216995239,51.6024017334
Europe,Hungary,Budapest,Budapest Ferenc Liszt International Airport,BUD,19.262393,47.43018
Europe,Hungary,Debrecen,Debrecen International Airport,DEB,21.615299,47.488899
Europe,Hungary,Gyor,Gyor-Per International Airport,QGY,17.804718,47.628436
Europe,Hungary,Heviz,Heviz-Balaton Airport,SOB,17.159084,46.686391
Europe,Hungary,Pecs,Pecs-Pogany International Airport,QPJ,18.242044,45.988891
Europe,Poland,Bydgoszcz,Bydgoszcz Ignacy Jan Paderewski Airport,BZG,17.977699,53.096802
Europe,Poland,Gdansk,Gdansk Lech Walesa Airport,GDN,18.4662,54.377602
Europe,Poland,Katowice,Katowice Airport,KTW,19.080705,50.476015
Europe,Poland,Krakow,Krakow John Paul II International Airport,KRK,19.7848,50.077702
Europe,Poland,Lublin,Lublin Airport,LUZ,22.713461,51.240157
Europe,Poland,Lodz,Lodz Wladyslaw Reymont Airport,LCJ,19.3981,51.721901
Europe,Poland,Olsztyn,Olsztyn-Mazury Airport,SZY,20.9377,53.481899
Europe,Poland,Poznan,Poznan-Lawica Airport,POZ,16.823359,52.421598
Europe,Poland,Rzeszow,Rzeszow-Jasionka Airport,RZE,22.024155,50.109791
Europe,Poland,Szczecin,Solidarity Szczecin-Goleniow Airport,SZZ,14.9022,53.584702
Europe,Poland,Warsaw,Warsaw Chopin Airport,WAW,20.9671,52.165699
Europe,Poland,Warsaw,Warsaw Modlin Airport,WMI,20.6518,52.4511
Europe,Poland,Warsaw,Warsaw Radom Airport,RDO,21.2132,51.3892
Europe,Poland,Wroclaw,Wroclaw Airport,WRO,16.882096,51.103719
Europe,Slovakia,Bratislava,Bratislava Airport,BTS,17.2127,48.1702
Europe,Slovakia,Kosice,Kosice International Airport,KSC,21.2411,48.663101
Europe,Slovakia,Piestany,Piestany Airport,PZY,17.828399658203125,48.62519836425781
Europe,Slovakia,Poprad,Poprad-Tatry Airport,TAT,20.2411,49.073601
Europe,Slovakia,Zilina,Zilina Airport,ILZ,18.613386,49.233292
Europe,Switzerland,Basel,EuroAirport Basel Mulhouse Freiburg,BSL,7.521117,47.60068
Europe,Switzerland,Bern,Bern Airport,BRN,7.498512,46.912868
Europe,Switzerland,Geneva,Geneva Airport,GVA,6.10895,46.238098
Europe,Switzerland,Lugano,Lugano Airport,LUG,8.91058,46.004299
Europe,Switzerland,St. Gallen,St. Gallen-Altenrhein Airport,ACH,9.56077,47.485001
Europe,Switzerland,Zurich,Zurich Airport,ZRH,8.548056,47.458056
Europe,Croatia,Brac,Brac Airport,BWK,16.678362,43.284454
Europe,Croatia,Dubrovnik,Dubrovnik Airport,DBV,18.265543,42.562247
Europe,Croatia,Mali Losinj,Losinj Airport,LSZ,14.393883,44.566985
Europe,Croatia,Osijek,Osijek Airport,OSI,18.811278,45.462355
Europe,Croatia,Pula,Pula Airport,PUY,13.9222,44.893501
Europe,Croatia,Rijeka,Rijeka Airport,RJK,14.5703,45.2169
Europe,Croatia,Split,Split Airport,SPU,16.298,43.538898
Europe,Croatia,Zadar,Zadar Airport,ZAD,15.354879,44.094988
Europe,Croatia,Zagreb,Zagreb Airport,ZAG,16.0688,45.742901
Europe,Greece,Athens,Athens International Airport,ATH,23.9445,37.936401
Europe,Greece,Cephalonia,Kefalonia Island International Airport,EFL,20.500499725341797,38.12009811401367
Europe,Greece,Chania,Chania International Airport,CHQ,24.1497,35.5317
Europe,Greece,Chios,Chios Island National Airport,JKH,26.140600204467773,38.34320068359375
Europe,Greece,Corfu,Corfu International Airport,CFU,19.912038,39.602024
Europe,Greece,Heraklion,Heraklion International Airport,HER,25.1803,35.339699
Europe,Greece,Kalamata,Kalamata International Airport,KLX,22.02549934387207,37.06829833984375
Europe,Greece,Karpathos,Karpathos Island National Airport,AOK,27.146,35.421398
Europe,Greece,Kavala,Kavala International Airport,KVA,24.6192,40.9133
Europe,Greece,Kos,Kos International Airport,KGS,27.09115,36.794523
Europe,Greece,Mykonos,Mykonos Airport,JMK,25.348101,37.435101
Europe,Greece,Mytilene,Mytilene International Airport,MJT,26.598887,39.057272
Europe,Greece,Preveza,Aktion National Airport,PVK,20.765301,38.925499
Europe,Greece,Rhodes,Rhodes International Airport,RHO,28.086201,36.405399
Europe,Greece,Samos,Samos International Airport,SMI,26.911699,37.689999
Europe,Greece,Santorini,Santorini (Thira) International Airport,JTR,25.47929954528809,36.399200439453125
Europe,Greece,Skiathos,Skiathos International Airport,JSI,23.5037,39.177101
Europe,Greece,Skyros,Skyros Island National Airport,SKU,24.4871997833,38.9676017761
Europe,Greece,Thessaloniki,Thessaloniki Airport,SKG,22.970009,40.51928
Europe,Greece,Volos,Nea Anchialos National Airport,VOL,22.7943,39.219601
Europe,Greece,Zakynthos,Zakynthos International Airport,ZTH,20.8843,37.7509
Europe,Italy,Alghero,Fertilia Airport,AHO,8.29077,40.632099
Europe,Italy,Ancona,Ancona Airport,AOI,13.3623,43.616299
Europe,Italy,Bari,Palese Airport,BRI,16.760599,41.138901
Europe,Italy,Bergamo,Orio al Serio Airport,BGY,9.709223,45.670725
Europe,Italy,Bologna,Bologna Airport,BLQ,11.2887,44.5354
Europe,Italy,Brescia,Brescia Airport,VBS,10.3306,45.428902
Europe,Italy,Brindisi,Brindisi Airport,BDS,17.947001,40.6576
Europe,Italy,Cagliari,Cagliari Airport,CAG,9.05428,39.251499
Europe,Italy,Catania,Fontanarossa Airport,CTA,15.0664,37.466801
Europe,Italy,Cuneo,Cuneo Levaldigi Airport,CUF,7.62322,44.547001
Europe,Italy,Florence,Peretola Airport,FLR,11.202822,43.808558
Europe,Italy,Genoa,Cristoforo Colombo Airport,GOA,8.840732,44.412039
Europe,Italy,Lamezia,Lamezia Terme Airport,SUF,16.243762,38.905197
Europe,Italy,Milan,Linate Airport,LIN,9.27674,45.445099
Europe,Italy,Milan,Milan Malpensa Airport,MXP,8.7231,45.6306
Europe,Italy,Naples,Naples International Airport,NAP,14.2908,40.886002
Europe,Italy,Olbia,Costa Smeralda Airport,OLB,9.51763,40.898701
Europe,Italy,Palermo,Palermo Airport,PMO,13.091,38.175999
